Gene	B6_E14_lung_rep2_TAGCTCG-TAGTAGA_R1.final	B6_E10_limb_rep2_GGACATT-ACTCCTA_R1.final	B6_E10_trunk_rep2_TCCACGT-GTTTAGT_R1.final	B6_E10_head_rep1_GACTTGC-GAACCGT_R1.final	B6_E10_limb_rep1_CCACTCG-CCGAATT_R1.final	B6_E14_palate_rep1_ACTCTTT-CTTCATT_R1.final	B6_E10_limb_rep3_CGGTTTG-AAGCCTT_R1.final	B6_E14_palate_rep2_AAGTTTC-GCTTCCT_R1.final	B6_E14_lung_rep1_AGATCAG-ATGGAAC_R1.final	B6_E10_trunk_rep3_GCGTTCA-GCAATAT_R1.final	B6_E10_head_rep3_CTCCTAG-AGGTAGG_R1.final	B6_E10_trunk_rep1_AGCTTAT-GCTCCTC_R1.final
BC051665	0	0	0	0	0.05	0	0	0	0	0.07	0	0
Ubr1	10.08	16.25	13.95	10.36	11.3	14.59	12.15	13.98	9.12	19.97	11.27	10.9
Erf	33.45	59.05	37.9	30.63	44.57	33.36	43.61	36.57	33.06	52.88	28.02	29.55
Ppil4	27.97	41.39	36.85	25.9	29.41	35.54	30.72	29.79	22.97	47.69	29.26	28.04
Ntsr1	4.07	0.15	0.27	0.14	0.1	0.29	0.05	0.3	3.58	0.66	0.31	0.61
Mir342	0	0	0	0	0	0	0	0	0	0	0	0
DQ693303	0	0	0	0	0	0	0	0	0	0	0	0
Ms4a13	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a21	0.05	1.11	1.27	1.76	0.72	0.3	0.68	0.19	0.04	1.26	1.47	0.91
Fam83e	0.6	1.02	1.49	0.62	0.64	1.25	0.83	0.54	0.49	1.38	0.96	0.99
Alpk3	0.37	0.43	1.03	0.14	0.42	1.26	0.32	1.61	0.86	1.61	0.18	1.02
Eif3l	152.29	220.82	211.02	157.18	163.97	123.22	178.26	128.8	140.29	252.41	169.05	155.92
Slc25a24	18.84	21.5	15.83	16.37	15.42	24.27	16.34	21.76	15.98	24	15.32	12.54
DQ711473	0	0	0	0	0	0	0	0	0	0	0	0
DQ690206	0	0	0	0	0	0	0	0	0	0	0	0
Renbp	10.99	5.99	8.66	4.88	4.66	8.83	5.7	11.57	10.72	9.05	6.46	7.7
DQ716028	0	0	0	0	0	0	0	0	0	0	0	0
Mir292b	0	0	0	0	0	0	0	0	0	0	0	0
DQ555886	0	0	0	0	0	0	0	0	0	0	0	0
Usp16	15.18	22.74	21.62	14.09	15.91	17.92	17.69	16.49	14.33	25	15.77	16.27
Agbl5	11.24	18.43	13.92	11.42	14.01	19.9	15.23	15.35	9.63	17.37	14.34	11.8
Actl9	0.04	0	0	0	0	0	0.03	0	0.08	0.14	0	0
Wbp4	16.29	22.38	17.74	16.09	15.68	17.21	16.45	16.89	14.06	25.05	15.37	13.95
Ptcd3	49.89	83.03	74.99	50.26	62.37	41.72	63.85	40.6	46.51	99.57	56.77	56.78
Kif4-ps	0	0	0	0	0.03	0	0.02	0	0	0	0.07	0
Uchl1	19.27	22.27	42.14	63.22	20.99	70.29	22.59	75.68	19.16	47.91	72.05	40.8
DQ689656	0	0	0	0	0	0	0	0	0	0	0	0
AK164715	0.96	0.98	1.64	1.14	1.25	1.04	0.98	1.04	0.43	1.9	1.35	1.47
Slf2	16.2	30.41	28.72	16.41	21.13	22.22	22.61	18.98	14.08	44.59	22.48	21.4
AB349505	0	0	0	0	0	0	0	0	0	0	0	0
Gm20868	0	0	0	0	0	0	0	0	0	0	0	0
Srd5a3	9.71	7.83	9.07	7.41	6.32	8.46	7.54	8.94	10.31	9.34	6.22	6.45
AK041310	0	0	0.64	0	0.16	0.73	0.16	0	0.13	0.21	0.4	0.25
Gm2027	0.15	0.11	0.52	0.23	0.23	0.5	0.33	0.67	0.25	0.39	0.76	0.29
Uncx	0	0.08	11.37	2.43	0.09	2.36	0.17	1.36	0	16.78	6.43	10.31
Sh3kbp1	27.93	14.92	20.45	11.88	10.98	22.39	11.96	22.75	26.75	31.93	16.45	15.49
DQ695222	0	0	0	0	0	0	0	0	0	0	0	0
AK042845	0.13	0	0	0	0.07	0.41	0	0.29	0.18	0.09	0	0.07
Tnrc6b	14.05	18.01	19.15	15.86	12.86	24.9	14.1	17.53	11.83	32.12	20.01	14.62
DQ568889	0	0	0	0	0	0	0	0	0	0	0	0
Zfp277	22.84	25.13	25	19.62	21.63	28.92	22.01	21.36	19.29	31.23	27.36	18.62
Cela3b	0	0	0	0	0.04	0	0.04	0	0	0.11	0	0
Thrap3	119.57	182.83	148.09	113.5	125.29	108.97	139.17	104.25	108.88	214.69	123.1	113.57
4930595D18Rik	0	0	0	0.18	0.05	0.14	0.05	0	0.07	0.12	0.12	0.15
DQ725126	0	0	0	0	0	0	0	0	0	0	0	0
DQ712046	0	0	0	0	0	0	0	0	0	0	0	0
Rtp3	0.3	0.21	0.17	0.11	0.24	0.3	0.13	0.12	0.07	0.4	0.33	0.14
Speer4f1	0	0	0	0	0	0	0.06	0	0	0	0	0
Cited4	1.35	9.32	13.67	12.5	6.92	1.58	7.8	0.83	0.88	17.68	11.64	16.42
Appbp2	28.56	29.56	45.35	30.83	22.28	33.79	27.23	27.32	30.9	57.11	36.22	29.83
Clmp	13.59	34.97	18.12	19.23	26.68	31.77	29.16	35.53	12.68	22.42	17.12	17.34
DQ541504	0	0	0	0	0	0	0	0	0	0	0	0
Irgm2	1.42	0.24	0.47	0.14	0.27	1.18	0.26	0.86	0.76	0.72	0.39	0.76
Wdfy3	13.63	13.16	21.1	15.65	11.23	25.61	11.34	20.57	10.49	26.96	20.88	14.86
Hcrtr2	0.13	0.23	0.18	0.14	0.17	0.36	0.11	0.41	0.17	0.14	0.07	0.11
AK033061	0	0	0	0	0	0.57	0	0	0	0	0	0
Zbed4	15.65	33.98	36.2	28.04	26.46	17.32	26.17	15.52	12.88	60.71	37.3	28.36
Bcl2l10	0.13	0	0.06	0	0	0	0.03	0.06	0.05	0	0.22	0.09
Foxred1	16.45	23.23	20.75	16.96	15.51	14.08	17.83	15.14	15.41	23.56	15.46	17.2
Olfr1276	0	0	0	0	0	0	0	0	0	0	0	0
Gm12794	0	0	0	0	0	0	0	0	0	0	0.25	0
AK155738	0	0	0	0	0	0	0	0	0	0.07	0	0.04
Zrsr2	11.19	19.13	14.04	10.37	13.52	12.74	14.12	10.83	10.33	19.87	11.85	11.67
Catsperz	1.04	1.33	0.24	0.19	0.64	1.64	1.2	1.1	0.96	0.25	0.12	0.64
Olfr798	0	0	0	0	0	0	0.12	0	0	0.21	0	0
Fam105a	2.53	1.97	1.16	1.13	1.57	3.7	1.75	4.55	1.95	0.99	1.45	0.87
Muc3	0	0	0	0	0	0	0.2	0	0	0	0.1	0.03
1700085C21Rik	0.15	0.25	0	0	0.03	0	0.03	0.21	0.05	0	0	0
Mir3962	0	0	0	0	0	0	0	0	0	0	0	0
Gm14207	0.45	0.27	0.6	1.18	0.14	0.75	0.37	0.46	0.44	0.97	1.2	0.43
Olfr272	0	0	0	0	0	0	0	0	0	0.1	0.1	0
Pcsk2os2	0.08	0	0	0.04	0.04	0.15	0.02	0.1	0	0.13	0.31	0.03
Mir466b-4	0	0	0	0	0	0	0	0	0	0	0	0
Sfxn2	9.21	9.64	10.85	8.25	6.86	8.64	7.69	8.1	8.47	12.88	7.42	7.67
Mir763	0	0	0	0	1.7	0	1.66	0	0	0	0	7.81
DQ719824	0	0	0	0	0	0	0	0	0	0	0	0
BC037034	10.03	12.94	18.38	13.42	11.47	14.23	11.7	11.81	8.36	21	14.16	14.63
Dnah9	0.08	0.1	0.14	0.09	0.05	0.41	0.09	0.08	0.06	0.28	0.39	0.2
DQ723845	0	0	0	0	0	0	0	0	0	0	0	0
Glce	12.79	20	15.2	9.69	14.8	22.97	15.55	21.27	11.64	16.63	10.89	12.01
Axl	19.77	17.21	8.72	6.07	13.92	38.05	14.84	35.73	20.34	12.13	6.67	8.9
DQ703627	0	0	0	0	0	0	0	0	0	0	0	0
DQ716022	0	0	0	0	0	0	0	0	0	0	0	0
AK076774	0.18	0	0	0.23	0	0.35	0.46	0	0	0	0	0.36
DQ557184	0	0	0	0	0	0	0	0	0	0	0	0
Vars	54.39	70.38	95.74	67.82	54.42	36.78	57.58	36.38	49.61	125.25	78.43	71.88
DQ542957	0	0	0	0	0	0	0	0	0	0	0	0
Krt71	0	0.08	0	0	0	0	0.06	0.16	0	0	0.16	0
Gp1bb	1.08	1.71	0.91	1.76	1.04	1.98	1.33	1.96	1.03	0.97	1.26	1.23
DQ692260	0	0	0	0	0	0	0	0	0	0	0	0
Irx1	10.1	6.51	8.1	12.96	5.26	25.47	5.5	25.44	9.41	12.29	18.8	5.72
Vmn2r121	0	0	0	0	0	0	0	0	0	0	0	0
Gm12191	8.85	7.81	8.03	4.25	7.3	12.61	5.14	12.17	6.76	14.79	10.51	8.14
Tmem27	0.39	0.09	0.06	0.14	0.14	0.22	0.04	0.07	0.23	0.6	0.09	0.13
Olfr676	0	0	0	0	0.08	0	0	0	0	0	0.1	0
Mup21	0	0.14	0	0	0	0	0	0	0	0.59	0.13	0
Vmn1r16	0	0	0	0	0	0	0	0	0	0	0	0
Gm12633	0	0	0	0	0	0	0	0	0	0	0.05	0.03
Otof	0.96	0.05	0.04	0.06	0.07	0.43	0.07	0.42	0.88	0.09	0.06	0.05
Gm20822	0	0	0	0	0	0	0	0	0	0	0	0
Gm26705	0.07	0	0.15	0.05	0.13	0.22	0.33	0	0	0.66	1.48	0.12
Spag1	2.55	3.91	4.27	2.87	2.61	3.26	2.86	2.53	1.76	5	3.43	3.36
BC025446	0	0	0.1	0	0.02	0	0	0	0	0.06	0	0.04
Hsd11b2	1.16	6.92	8.32	4.2	7.1	0.7	7.14	0.51	0.89	8.19	4.62	6.27
Hist2h4	284.35	296.6	452.35	499.62	518.18	176.99	425.42	201.22	374.45	357.35	745.33	710.29
Aadac	0.3	0	0	0	0	0.25	0.06	0.06	0	0	0	0
Ubap2l	50.34	71.21	73	49.22	52.78	60.73	55.46	54.98	45.17	115.69	65.76	58.69
Kcnk18	0	0.03	0.02	0	0.02	0	0.02	0.02	0	0.03	0.03	0
Vwc2l	0	0.02	0.05	0.18	0.04	0.71	0.02	0.22	0.01	0.02	0.2	0.08
Cadps	0.24	1.22	3.28	2.99	0.67	4.93	0.75	5.88	0.44	6.45	4.55	4.34
Il2ra	0.43	1.31	1.44	0.8	0.83	1.36	0.94	0.75	0.45	1.67	1.95	1
Dll3	0.1	0.4	15.15	9.15	0.73	0.79	0.71	0.4	0.34	32.38	14.25	16.79
Zfp2	4.62	9.35	6.15	6.24	6.58	5.49	6.72	6.09	3.38	12.4	7.5	6.65
DQ553547	0	0	0	0	0	0	0	0	0	0	0	0
Cox10	6.9	10.8	10.34	8.08	8.8	7.46	9.9	8.64	6.9	17.57	9.4	9.87
Uso1	16.53	14.54	17.44	12.13	11.68	22.34	12.8	21.64	11.27	32.79	23.87	14.87
Vmn1r184	0	0	0	0	0	0	0	0	0	0	0	0
4932443I19Rik	0.1	0.18	0.21	0.13	0.17	0.77	0.23	0.18	0.07	0.28	0.54	0.53
DQ689883	0	0	0	0	0	0	0	0	0	0	0	0
9930111J21Rik2	0.08	0.16	0	0.04	0.04	0.08	0.1	0	0.14	0.14	0.12	0
DQ546233	0	0	0	0	0	0	0	0	0	0	0	0
Abca3	4.08	2.52	4.16	3.78	2.01	7.21	2.23	7.17	3.65	6.34	5.4	3.66
2700089I24Rik	0	0.14	0	0	0.08	0.18	0	0	0	0	0	0
Olfr772	0	0	0	0	0.04	0	0	0.08	0	0	0	0
Syn3	0.71	1.18	1.04	0.85	0.78	3.29	1.03	1.91	0.82	2.19	1.27	0.92
AK136817	1.03	1.48	2.08	3.43	1.96	1.09	1.44	0.57	1.29	2.3	2.26	1.36
DQ690385	0	0	0	0	0	0	0	0	0	0	0	0
Rnu2-10	1251.44	1684.99	1473.35	1593.91	1523.81	1284.12	1352.7	2156.42	1621.18	2093.1	1130.34	1361.74
Foxd3	0.51	1.09	5.05	1.53	0.85	2.68	1.08	3.31	0.68	7.94	1	4.02
Prss43	0	0	0	0	0.02	0	0.02	0	0	0	0.04	0
Tmem82	0.92	2.02	2.42	2.3	1.6	1.68	1.78	1.46	0.87	3.23	2.08	2.16
DQ709175	0	0	0	0	0	0	0	0	0	0	0	0
Lsm12	41.08	57.81	54.12	48.09	43.64	37.33	47.97	41.06	40.07	73.79	48.18	44.1
Mir129-2	0	0	0	0	0	0	0	0	0	0	0	0
Upk1a	0.17	4.43	2.78	0.43	3.19	0.17	4.54	0.4	0.09	3.23	0.28	2.68
Arhgef15	6.07	6.42	8.2	5.43	4.61	8.87	4.96	6.26	5.18	10.29	7.21	6.96
DQ705299	0	0	0	0	0	0	0	0	0	0	0	0
DQ703599	0	0	0	0	0	0	0	0	0	0	0	0
Pcp4l1	0.88	1.1	0.54	1.45	0.78	4.96	0.78	5.27	2.19	1.39	4.4	0.73
2310009B15Rik	38.94	34.73	27.73	30.63	35.68	23.16	35.73	21.3	29.15	31.63	28.35	27.03
Dact3	18.24	45.95	37.32	33.46	38.22	19.73	35.98	25.19	19.97	55.34	23.59	35.61
AK019801	0	0.08	0	0.13	0.17	0	0.08	0	0.03	0.18	0.51	0.08
Scrt2	0.02	0	2.08	1.27	0.02	0.34	0.03	0.5	0.02	3.66	2.25	2.04
Evx2	0	4.87	0.67	0.27	3.73	0.07	3.96	0.02	0.03	0.7	0.33	0.45
Mrps18a	48.52	39.77	49.42	37.56	42.3	32.5	46.44	36.51	47.08	38.5	35.16	43.82
Olfr1471	0	0	0.08	0	0	0	0	0	0	0	0.1	0
Acads	30.8	35.92	34.97	26.21	28.96	18.32	32.61	19.12	29.75	34.8	23.55	28.33
Zgpat	15.02	29.45	27.46	19.26	21.79	25.98	22.95	23.45	14.63	33.44	21.17	21.9
Fermt1	0.37	12.44	3.17	4.44	8.66	4.9	9.43	4.72	0.43	5.69	4.17	3.3
Krtap4-13	0	0	0	0	0	0	0	0	0	0	0	0
DQ707019	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r48	0	0	0	0	0	0	0.08	0.08	0	0	0.1	0
AK165181	1.14	1.53	3.07	1.11	1.22	3.15	1.33	1.37	0.67	2.99	2.43	2.15
Olfr1392	0	0	0	0	0	0	0.09	0.22	0.12	0	0.09	0.06
DQ725733	0	0	0	0	0	0	0	0	0	0	0	0
Cdkal1	11.94	17.04	13.91	10.35	11.66	13.59	12.57	10.85	9.95	18.49	10.49	11.39
Tubd1	4.19	3.35	3.36	2.41	2.77	3.4	3.2	4.02	4.7	5.51	2.55	2.62
Surf2	16.61	23.34	29.24	22.9	21.99	17.91	20.76	15.69	17.17	40.29	21.48	23
Smim26	22.4	22.02	19.61	15.88	20.32	19.2	19.71	15.81	15.55	17.64	10.79	19.93
Lmtk2	6.03	9.49	10.44	6.69	6.41	8.73	6.82	7.16	5.16	14.68	8.76	7.81
Tspear	0	0.32	0.22	0.34	0.45	0.78	0.38	0.72	0	0.53	0.62	0.32
Cyp2d26	0.13	0	0.09	0.04	0.09	0	0.09	0	0	0	0	0.03
Cd82	13.08	4.75	2.46	2.41	3.98	19	4.75	16.98	12.25	2.42	2.21	2.23
AK155516	0	0	0	0.16	0.13	0	0.25	0.17	0	0.32	0.31	0.06
Mir155	0	0	0	0	0	0	0	0	0	0	0	0
Atxn1	1.81	1.34	0.54	0.69	0.96	3.85	1.05	2.5	1.56	1.1	0.88	0.62
Wfdc8	0	0.05	0	0	0	0	0.01	0	0.02	0.13	0.18	0
DQ712809	0	0	0	0	0	0	0	0	0	0	0	0
Stard13	6.05	3.2	3.93	2.27	2.67	7.44	2.87	7.89	5.67	5.22	2.12	3.33
Slc22a27	0.03	0	0.04	0	0.02	0	0.04	0	0	0	0.05	0
Ly6g5b	0.64	0.83	1.3	0.87	0.47	0.58	0.38	0.75	0.24	1.73	0.71	0.59
Vamp2	3.21	4.51	4.35	3.4	3.15	12.47	3.65	8.88	3.3	7.52	4.24	4.38
Gabrr3	0	0.12	0	0.1	0.05	0.07	0.15	0.05	0.04	0	0.06	0
Fzd3	6.91	19.63	28.12	22.38	12.92	18.2	13.93	15.38	5.27	50.79	41.39	20.57
St6galnac3	4.98	6.88	8.01	5.76	5.51	9.21	6.47	8.02	3.84	9.81	6.39	7.64
Camkv	2.85	5.5	5.47	4.18	3.65	3.23	4.41	2.83	2.55	7.23	5.74	4.2
Mir5126	0	0	0	0	0	0	0	0	0	0	0	0
KY467797	0	0	0	0	0.08	0.24	0	0.32	0	0.2	0.2	0
Gm4668	0	0	0	0	0	0	0.04	0	0	0	0	0
Obox2	0	0.07	0	0	0	0	0.05	0	0	0.21	0.07	0
DQ698170	0	0	0	0	0	0	0	0	0	0	0	0
Klra17	0	0	0	0	0.1	0	0.05	0	0	0.13	0	0
AK172713	45.21	97.99	102.57	75.38	81.86	170.04	85.64	97.27	32.86	182.3	171.19	80.78
TRNA_Pro	0	0	0	0	0	0	0	0	0	0	0	0
Mir383	0	0	0	0	0	0	0	0	0	0	0	0
Zfp638	42.34	63.94	52.86	39.45	49.02	56.77	48.81	46.76	34.32	76.59	46.51	43.08
DQ543715	0	0	0	0	0	0	0	0	0	0	0	0
Padi4	0.73	0.06	0.55	0.12	0.16	0	0.12	0.25	1.23	0.16	0.45	0.23
Gnmt	0.27	0.44	0.14	0.42	0.44	0.33	0.21	0.37	0.58	0.56	0.45	0.11
1700025B11Rik	0	0	0	0	0	0	0.22	0	0	0.38	0.19	0
Gm12250	0.27	0.35	0.34	0.23	0.38	0.12	0.28	0.18	0.19	0.63	0.32	0.36
Hsd3b7	6.54	4.5	5.07	4.04	3.42	8.01	3.27	7.08	6.78	6.06	2.95	3.76
Mir6387	0	0	0	0	0	0	0	0	0	0	0	0
Twist1	6.4	293.52	231.17	134.06	308.01	144.34	266.66	232.92	10	266.42	120.25	172.81
Vgf	0.04	0.07	0.16	0.05	0.04	1.1	0.12	0.98	0.06	0.2	0.34	0.06
Mir200b	0	0	0	0	0	0	0	0	0	0	0	0
Usp17lb	0	0	0	0	0.05	0	0	0	0	0.06	0	0
Mir8111	0	2.22	0	0	0	0	0	0	0	0	0	0
Tarbp2	31.45	49.41	61.53	44.78	49.04	27.37	46.8	40.18	41.18	63.59	36.79	46.37
2310050C09Rik	0	0	0	0	0.07	0	0	0	0	0	0	0.11
Lysmd3	15.66	17.18	13.65	10.88	12.36	16.8	12.58	16.01	16.03	20.99	11.83	11.73
Tmsb15a	0	0	0	0	0	0	0	0	0.27	0	0	0.26
Olfr1417	0.06	0	0	0.08	0.12	0	0.04	0	0	0	0.1	0
Mtus1	23.7	4.17	3	3.9	3.31	8.67	3.82	8.16	19.24	5.21	5.1	3.42
Usp6nl	8.39	12.91	12.69	8.05	9.38	9.81	9.84	9.93	7.26	16.75	12.34	8.75
Tbx3os2	0.16	0.53	0.16	0.52	0.68	0.65	0.72	0.49	0.26	0.35	0.2	0.21
Cypt4	0	0	0	0	0	0	0.12	0	0	0	0	0
Bst2	21.39	6.77	4.11	3.43	5.96	11.82	5.76	9.1	17.97	4.41	3.52	4.14
Spata33	1.69	1.97	1.44	1.88	1.14	1.94	2.38	2.94	0.9	1.04	0.2	1.37
DQ699514	0	0	0	0	0	0	0	0	0	0	0	0
Zfp92	0.03	0.26	0.22	0.14	0.28	0.36	0.2	0.18	0.08	0.14	0.26	0.09
DQ687539	0	0	0	0	0	0	0	0	0	0	0	0
DQ547863	0	0	0	0	0	0	0	0	0	0	0	0
AK046981	0.03	0.52	0.71	0.28	0.43	1.1	0.41	0.54	0.07	0.94	0.69	0.48
Msx1	0.38	92.64	34.91	50.91	70.22	35.1	71.72	42.33	0.62	44.25	43.35	26.04
DQ717871	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r155	0	0	0	0	0	0	0	0	0	0	0.1	0
DQ703214	0	0	0	0	0	0	0	0	0	0	0	0
Ric8a	15.66	18.87	16.14	14.83	14.34	23.69	14.21	23.56	15.34	22.88	14.19	14.52
C330021F23Rik	0.27	0.8	1.84	1.06	0.75	0.13	1.22	0.08	0.32	2.2	1.93	1.32
Olfr552	0	0	0	0	0	0.12	0	0	0	0	0	0
DQ547050	0	0	0	0	0	0	0	0	0	0	0	0
Mir669o	0	0	0	0	0	0	0	0	0	0	0	0
St3gal2	7.96	15.48	17.44	12.35	12.12	14.91	13.43	13.58	8.45	19.93	12.68	14.54
Elmo1	7.8	2.39	5.36	3.41	2.06	7.88	2.24	5.01	5.35	6.75	4.88	3.52
Tbc1d7	11.66	15.61	14.03	10.35	12.98	13.24	15.79	12.43	11.4	19.07	12.09	12.8
A730018C14Rik	0	0	0	0	0	0	0.04	0	0	0.05	0	0
Sod1	338.77	292.72	429.39	317.3	344.46	268.72	395.88	278.33	338.03	358.89	325.94	375.3
Arl15	9.79	14.01	8.88	7.9	9.37	11.24	10.66	10.69	7.73	15.65	8.79	7.26
Numa1	54.02	96.18	68.41	48.65	66.57	65.59	71.23	65.28	47.21	116.23	66.6	51.66
Tpo	0.02	0	0	0	0	0.1	0.02	0.02	0	0.03	0	0
Strip2	0.45	0.89	0.45	0.53	0.67	0.6	0.81	0.71	0.62	0.28	0.77	0.32
Bcl11b	1.06	10.38	1.98	3.23	7.25	24.65	7.57	19.95	1.01	3.77	3.06	2.73
1700063D05Rik	0.08	1.22	1.1	0.65	0.67	0.83	0.22	0.34	0.18	1.57	0.97	1.29
Hoxa10	0.02	81.31	17.92	0	60.36	0	61.99	0	0.03	21.79	0.33	13.36
Spin1	53.72	85.78	53.04	42.42	62.5	62.89	67.39	61.74	49.95	77.72	43.56	46.94
Tdpoz5	0	0	0	0	0.06	0	0.04	0	0	0.18	0.54	0
Dst	7.41	23.92	20.21	16	15.93	39.18	17.81	34.36	6.62	33.57	21.66	17.62
Ano3	0.07	0.26	0.24	0.38	0.06	0.84	0.11	0.45	0.15	0.35	1.13	0.26
DQ724027	0	0	0	0	0	0	0	0	0	0	0	0
DQ541762	0	0	0	0	0	0	0	0	0	0	0	0
BC064116	0	0.21	0.28	0	0.09	0	0.31	0.17	0	0.14	0.32	0.14
Tacstd2	1.09	19.55	1.61	3.58	14.71	24.91	15.55	31.02	1.26	2.14	2.99	2.23
DQ708625	0	0	0	0	0	0	0	0	0	0	0	0
Npat	9.91	13.32	10.05	7.2	8.69	12.39	10.12	10.53	7.78	17.21	9.21	8.28
Gm13212	1.24	1.81	1.58	0.72	1.49	0.69	1.35	1.06	0.88	2.49	0.62	1.63
Praf2	25.79	28.44	23.71	21.86	21.11	24.38	23.46	24.54	23.35	31.54	23	18.23
Zfp7	5.99	15.31	11.23	9.98	10.97	8.03	11.23	7.5	5.58	16.2	10.95	9.09
Commd3	82.5	72.65	40.1	32.05	60.71	65.15	65.04	79.66	72.1	44.66	26.31	39.05
H2-M10.1	0	0	0	0.06	0.03	0	0	0	0	0	0.15	0
Dad1	130.95	65.9	83.44	61.85	77.28	81.98	80.95	89.44	125.67	85.32	65.06	73.4
Usp8	18.4	23.01	19.97	15.44	16.59	20.67	18.16	19.87	15.31	31.1	18.61	15.14
DQ569189	0	0	0	0	0	0	0	0	0	0	0	0
Zmiz2	3.01	5.54	8.72	6.63	4.89	6.47	4.43	6.16	2.67	14.71	9.86	7.76
Slc34a2	0.01	0.08	0	0.12	0.03	0.02	0.09	0.13	0.05	0.06	0.13	0.03
Cpox	15.87	25.91	33.61	32.25	22.31	17.43	20.44	13.82	14.03	42.98	32.57	34.67
Slc9a3	0.02	0.1	0.15	0.07	0.1	0.16	0.12	0.15	0.15	0.22	0.21	0.03
Ap3b2	0.35	0.07	5.63	4.8	0.07	5.66	0.09	4.58	0.59	9.17	6.71	6.19
Snord72	0	0	0	0	0	0	0	0	0	0	0	0
4930583I09Rik	0	0	0	0	0	0	0	0	0	0	0	0
Tmem50b	8.2	11.37	10.24	8.77	7.87	9.89	8.17	12.12	6.83	14.15	9.72	9.33
AK213652	0	0	0	0	0	0	0	0	0	0	0	0
Mir468	0	0	0	0	0	0	0	0	0	0	0	0
Dpcd	16.16	19.68	19.92	15.61	18.73	13.43	19.13	16.05	18.02	18.16	15.93	15.98
Zfp532	30.09	47.92	45.87	34.21	34.02	45.13	39.22	44.04	25.85	65.76	44.7	35.22
BC049762	0.15	0.19	0.51	0	0.21	0.31	0.42	0.21	0.24	0.13	0.26	0.4
Kifap3	23.84	34.69	22.71	19.88	25.26	35.32	26.15	36.37	20.26	32.87	21.94	19.39
Rfxank	6.17	8.69	6.78	5.62	7.12	8.39	7.97	7.82	6.07	9.22	6.26	5.74
Gatb	8.32	13.18	11.97	9.07	8.6	6.59	9.83	7.28	7.24	13.74	9.84	9.61
Gm10487	0	0	0	0	0	0	0	0	0	0	0	0
Eme1	15.05	35.67	37.19	27.78	28.35	9.67	28.39	11.09	16.49	45.7	30.93	27.39
AK006119	0	0	0	0	0	0	0	0	0	0	0	0
Dcp1b	1.76	3.31	3.59	2.94	2.58	4.39	2.87	3.98	1.92	4.89	3.57	2.91
Dpep2	0.16	0.11	0	0.05	0	0	0.04	0	0.34	0.07	0.06	0
AK206368	0	0	0	0	0	0	0	0	0	0	0	0.95
Otub1	89.57	114.26	107.34	94.65	98.74	80.08	106.73	87.49	87.89	110.53	93.89	96.81
Olfr1451	0	0	0	0.08	0	0	0	0	0	0.1	0	0
DQ704704	0	0	0	0	0	0	0	0	0	0	0	0
Ctxn3	0	0.06	0.29	0.46	0.05	1.4	0.02	0.96	0.04	0.13	0.59	0.73
Dnajb8	0	0	0	0	0.04	0	0	0	0	0	0	0
AK076827	0.33	1.17	1.56	0.59	0.57	0.65	0.69	0.26	0.42	0.78	0.87	0.94
DQ718196	0	0	0	0	0	0	0	0	0	0	0	0
DQ698476	0	0	0	0	0	0	0	0	0	0	0	0
Pigk	15	19.76	13.75	10.71	15.01	15.99	16.05	17	13.38	17.14	10.99	11.39
Fhl1	60.56	24.41	34.36	22.99	19.06	25.69	20.81	24.03	56.58	41.58	31.56	21.89
KY467688	0.15	0	0.07	0.07	0.07	0.1	0.03	0.07	0.11	0	0	0.11
Nup54	28.89	47.4	36.41	28.18	35.55	21.43	35.38	24.5	23.81	46.65	32.29	31.54
Usp3	14.56	27.77	21.6	17.12	22.02	19.17	22.52	16.52	12.96	29.01	19.4	17.53
DQ722193	0	0	0	0	0	0	0	0	0	0	0	0
Zfp101	13.13	24.85	15.03	10.56	16.24	14.92	17.51	10.58	10.16	17.82	10.28	10.79
Akap6	1.42	0.68	4.27	4.6	0.47	8.14	0.61	8.39	1.08	8.99	8.86	6.04
AK016192	0	0	0	0	0	0	0	0	0	0	0	0
Fam131b	1.15	4.07	4.67	4.61	2.52	3.84	2.75	3.9	1.47	7.17	6.68	4.33
Slc35e2	10	18.36	16.45	11.21	12.82	12.45	13.35	10.88	7.8	22.29	14.05	12.21
Tiam1	7.22	27.54	16.29	13.49	20.97	29.28	23.45	24.05	6.07	23.13	13.31	13.13
Wif1	1.56	24.27	1.39	0.28	18.8	11.31	20.02	14.38	1.5	1.92	0.66	1.68
Spats2l	15.58	10.51	2.02	3.51	7.6	21.98	8.37	23.7	13.47	3.31	3.4	2.75
H2-Eb2	0	0.13	0.04	0	0.04	0	0.05	0.04	0	0.13	0.05	0.03
Spata21	0.08	0.14	0.25	0.05	0.14	0.08	0.11	0.09	0.09	0.11	0.28	0.09
DQ684713	0	0	0	0	0	0	0	0	0	0	0	0
AK085277	1.71	2.43	3.51	2.55	1.86	3.55	1.62	2.1	1.35	3.8	3.71	2.12
Ly9	0.23	0.08	0	0.03	0.1	0.34	0.04	0.17	0.16	0	0.12	0.03
DQ724063	0	0	0	0	0	0	0	0	0	0	0	0
Gm45935	0.92	2.25	2.52	1.46	1.05	2.52	1.39	2.32	1.17	2.82	2.41	1.2
